loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1365,4, Not Graduate, No,1500000,3100000,6,885,100000,2800000,3800000,1900000, Approved
1366,1, Not Graduate, No,8400000,32500000,14,698,20600000,5900000,17300000,12200000, Approved
1367,2, Not Graduate, Yes,6000000,19900000,8,486,12100000,8100000,20100000,6600000, Rejected
1368,0, Not Graduate, Yes,8300000,16800000,18,422,8000000,10600000,23300000,11400000, Rejected
1369,3, Not Graduate, Yes,8200000,16500000,18,371,19000000,1200000,18500000,8200000, Rejected
1370,5, Graduate, No,3400000,6900000,14,312,1800000,400000,10300000,3800000, Rejected
1371,0, Not Graduate, Yes,2400000,5200000,16,740,6300000,1000000,7500000,2900000, Approved
1372,1, Graduate, No,8200000,24000000,4,366,10900000,15200000,25200000,10400000, Rejected
1373,4, Graduate, Yes,5500000,14800000,10,354,16000000,3400000,21200000,7700000, Rejected
1374,5, Not Graduate, Yes,9700000,29100000,18,732,4700000,7400000,35600000,12400000, Approved
1375,1, Not Graduate, No,6500000,16000000,6,862,2000000,0,24000000,9700000, Approved
1376,5, Not Graduate, No,4900000,10800000,18,613,6800000,800000,14500000,5300000, Approved
1377,5, Graduate, Yes,6900000,16500000,6,447,4100000,400000,14100000,6600000, Rejected
1378,2, Not Graduate, Yes,7800000,29600000,14,568,-100000,8600000,27000000,7200000, Approved
1379,2, Graduate, Yes,8200000,23600000,6,495,23000000,10600000,27200000,6100000, Rejected
1380,5, Not Graduate, Yes,6700000,23600000,14,854,3000000,3300000,19400000,7500000, Approved
1381,1, Not Graduate, No,1200000,2700000,14,779,600000,2200000,2400000,600000, Approved
1382,0, Not Graduate, No,9500000,24800000,2,564,17400000,16000000,19600000,12000000, Approved
1383,0, Not Graduate, Yes,8600000,32600000,8,778,21500000,14100000,33600000,11000000, Approved
1384,0, Not Graduate, Yes,7100000,18600000,20,770,19200000,13100000,23100000,5100000, Approved
1385,1, Graduate, No,8800000,20200000,6,627,24200000,16100000,17600000,11900000, Approved
1386,3, Not Graduate, Yes,5400000,14700000,4,359,12300000,9900000,15100000,6100000, Rejected
1387,1, Graduate, No,6100000,19100000,6,341,5700000,5900000,12400000,6300000, Rejected
1388,0, Graduate, Yes,5800000,12700000,12,528,8400000,7300000,19600000,7600000, Rejected
1389,1, Not Graduate, Yes,5000000,16800000,6,711,6300000,7600000,16000000,3200000, Approved
1390,0, Not Graduate, Yes,1200000,2800000,14,892,3200000,100000,3300000,1700000, Approved
1391,1, Not Graduate, Yes,600000,1400000,10,699,400000,500000,1300000,800000, Approved
1392,5, Graduate, No,4900000,13000000,10,865,13300000,3700000,14700000,6500000, Approved
1393,2, Graduate, No,5300000,19300000,16,368,14700000,400000,11600000,3700000, Rejected
1394,4, Not Graduate, Yes,2900000,8900000,18,827,400000,3400000,11200000,1600000, Approved
1395,1, Graduate, No,9100000,34000000,12,672,8600000,1600000,32700000,8800000, Approved
1396,3, Not Graduate, Yes,8800000,26700000,12,708,16000000,15300000,26900000,9600000, Approved
1397,1, Graduate, Yes,9700000,25500000,18,741,21900000,6200000,34800000,4900000, Approved
1398,0, Graduate, Yes,4100000,11100000,16,785,6800000,5300000,8500000,4800000, Approved
1399,1, Not Graduate, Yes,8000000,28000000,20,830,22400000,12600000,25600000,10600000, Approved
1400,1, Graduate, No,200000,300000,12,697,600000,300000,700000,100000, Approved
1401,0, Graduate, Yes,3800000,11700000,2,351,100000,6700000,12500000,3100000, Approved
1402,3, Graduate, No,6800000,21800000,10,556,16400000,9300000,19100000,5400000, Approved
1403,0, Graduate, No,8600000,31800000,2,895,22600000,15900000,19600000,5100000, Approved
1404,2, Graduate, Yes,2800000,8400000,10,534,8300000,4800000,10600000,1500000, Rejected
1405,0, Graduate, No,8000000,29800000,12,736,600000,15700000,30800000,8400000, Approved
1406,2, Graduate, Yes,2300000,5500000,16,629,4600000,2900000,7000000,1900000, Approved
1407,4, Graduate, Yes,7600000,16200000,20,657,1900000,9300000,28500000,5500000, Approved
1408,4, Not Graduate, No,7900000,25700000,18,589,4300000,300000,25300000,9800000, Approved
1409,2, Not Graduate, No,1900000,4500000,6,805,2200000,3100000,4800000,2300000, Approved
1410,3, Not Graduate, Yes,4600000,13600000,20,729,1300000,8900000,17200000,5900000, Approved
1411,5, Graduate, Yes,6300000,13200000,16,321,6700000,4000000,15200000,7100000, Rejected
1412,0, Graduate, Yes,2600000,7500000,2,853,4200000,3900000,9600000,1400000, Approved
1413,4, Not Graduate, Yes,7700000,23400000,6,400,3900000,3400000,20800000,10700000, Rejected
1414,0, Graduate, Yes,7400000,16300000,16,630,11200000,13200000,28400000,5300000, Approved
1415,3, Graduate, Yes,7300000,21600000,20,557,1900000,3800000,26400000,9300000, Approved
1416,3, Graduate, Yes,6600000,16000000,10,510,1200000,4800000,13300000,6300000, Rejected
1417,0, Graduate, No,4900000,18500000,8,659,8800000,1700000,14700000,4900000, Approved
1418,5, Not Graduate, No,4000000,14100000,18,653,5800000,4100000,9400000,5400000, Approved
1419,4, Graduate, Yes,3900000,9200000,12,737,2800000,2300000,12300000,5200000, Approved
1420,3, Graduate, Yes,7700000,18900000,2,583,9300000,3000000,16700000,9300000, Approved
1421,1, Graduate, Yes,3800000,10000000,16,873,5100000,2800000,10300000,4000000, Approved
1422,5, Graduate, Yes,3400000,11300000,20,871,6500000,3900000,9700000,2400000, Approved
1423,0, Not Graduate, No,7700000,29300000,14,801,6200000,11800000,23400000,4700000, Approved
1424,5, Not Graduate, Yes,5900000,22600000,18,630,2300000,4200000,16500000,6800000, Approved
1425,0, Not Graduate, Yes,2600000,9900000,20,368,3600000,1500000,5200000,2000000, Rejected
1426,0, Graduate, No,3200000,6300000,6,878,6700000,5200000,8100000,3600000, Approved
1427,3, Graduate, Yes,5800000,17600000,6,720,4900000,4200000,18800000,6600000, Approved
1428,1, Graduate, No,3900000,8000000,6,448,100000,1900000,9800000,4000000, Rejected
1429,2, Not Graduate, Yes,4600000,16000000,4,720,0,4000000,12300000,4200000, Approved
1430,4, Graduate, No,7500000,28700000,20,520,4600000,3500000,15200000,5700000, Rejected
1431,1, Graduate, No,5200000,15000000,12,794,3200000,7200000,16500000,5100000, Approved
1432,1, Not Graduate, Yes,5100000,12900000,14,533,6700000,6700000,14400000,3900000, Rejected
1433,0, Graduate, No,6000000,23600000,6,776,13800000,2700000,23400000,8800000, Approved
1434,4, Graduate, No,5500000,18600000,12,569,13500000,6200000,19700000,7300000, Approved
1435,0, Graduate, No,7000000,27800000,16,640,11500000,3700000,16000000,8200000, Approved
1436,2, Not Graduate, No,4000000,8100000,16,312,3500000,2100000,15100000,3100000, Rejected
1437,5, Graduate, No,4100000,10200000,12,431,6200000,2200000,13700000,4300000, Rejected
1438,1, Graduate, No,6600000,24800000,4,500,8600000,4100000,16700000,6100000, Approved
1439,4, Graduate, No,5100000,12200000,14,511,2700000,6000000,18300000,3400000, Rejected
1440,4, Graduate, No,8200000,25200000,18,691,5800000,8900000,28500000,10500000, Approved
1441,1, Not Graduate, Yes,9500000,24400000,14,696,25500000,6700000,29500000,6300000, Approved
1442,0, Not Graduate, Yes,7600000,27600000,2,437,10000000,11200000,27600000,6800000, Approved
1443,1, Graduate, Yes,200000,500000,10,856,500000,200000,500000,200000, Approved
1444,4, Graduate, Yes,9200000,18600000,2,889,26900000,4200000,33300000,9700000, Approved
1445,5, Not Graduate, No,6500000,23200000,18,713,6700000,1400000,13400000,7200000, Approved
1446,4, Not Graduate, No,2000000,6000000,12,837,1300000,1900000,6300000,2300000, Approved
1447,4, Not Graduate, Yes,7500000,18000000,20,395,200000,12800000,23500000,9700000, Rejected
1448,1, Not Graduate, Yes,1700000,5600000,2,882,3100000,2600000,6700000,1600000, Approved
1449,2, Graduate, Yes,5300000,14900000,6,504,10600000,2100000,17000000,3200000, Rejected
1450,4, Not Graduate, No,8900000,30100000,2,747,20600000,12900000,20700000,10300000, Approved
1451,3, Graduate, No,9700000,35300000,4,462,11500000,9500000,33700000,7200000, Approved
1452,5, Graduate, No,9000000,25900000,4,538,11100000,11100000,31300000,8100000, Rejected
1453,2, Not Graduate, Yes,8500000,30900000,6,664,5700000,9900000,19800000,7400000, Approved
1454,1, Not Graduate, No,3500000,10900000,4,524,8800000,6200000,13600000,2800000, Approved
1455,1, Not Graduate, No,500000,1400000,6,464,1100000,0,1900000,500000, Rejected
1456,2, Not Graduate, Yes,7800000,27200000,18,622,6000000,6000000,26400000,4300000, Approved
1457,3, Graduate, Yes,1200000,3300000,6,772,700000,900000,2900000,1400000, Approved
1458,1, Not Graduate, Yes,1000000,3200000,2,710,100000,200000,3300000,900000, Approved
1459,3, Not Graduate, No,4500000,11700000,18,775,8700000,2800000,12700000,4500000, Approved
1460,2, Graduate, No,4900000,16000000,12,710,8700000,7100000,10000000,5700000, Approved
1461,3, Not Graduate, Yes,700000,2500000,8,321,1900000,1200000,1700000,400000, Rejected
1462,0, Graduate, No,9400000,28300000,20,761,22500000,14800000,30800000,10100000, Approved
1463,3, Not Graduate, Yes,8300000,31400000,6,674,1000000,1600000,17200000,6100000, Rejected
1464,3, Graduate, No,2100000,5400000,8,771,5200000,3700000,6200000,1000000, Approved
1465,4, Graduate, No,9900000,30000000,18,496,10400000,8000000,29300000,13800000, Rejected
1466,3, Not Graduate, No,700000,1600000,20,705,600000,900000,2300000,700000, Approved
1467,4, Not Graduate, No,3600000,12400000,14,427,10400000,2400000,9100000,2600000, Rejected
1468,1, Not Graduate, Yes,5600000,21000000,2,552,3200000,6300000,22100000,6100000, Approved
1469,0, Not Graduate, No,8900000,19100000,2,725,8300000,15000000,19000000,8800000, Approved
1470,4, Graduate, No,9900000,26100000,2,481,14500000,5000000,23600000,9300000, Rejected
1471,2, Graduate, Yes,2400000,7500000,4,851,3100000,700000,5600000,2400000, Approved
1472,0, Not Graduate, No,6000000,20600000,12,339,3400000,10700000,17200000,8200000, Rejected
1473,4, Graduate, Yes,3800000,11100000,16,857,11300000,7400000,11700000,4700000, Approved
1474,1, Not Graduate, No,6400000,16400000,6,428,12400000,10900000,23900000,8900000, Rejected
1475,4, Not Graduate, Yes,4400000,15000000,12,459,5700000,800000,11400000,2400000, Rejected
1476,0, Not Graduate, No,8000000,31000000,8,847,4900000,9500000,29600000,5700000, Approved
1477,2, Not Graduate, Yes,3900000,8300000,18,523,800000,300000,9900000,2300000, Rejected
1478,0, Graduate, No,4700000,15200000,10,786,11100000,8000000,9600000,3200000, Approved
1479,0, Graduate, No,6800000,21200000,14,300,0,8700000,16500000,10000000, Rejected
1480,0, Not Graduate, Yes,1800000,6500000,12,728,3500000,0,6100000,1900000, Approved
1481,3, Not Graduate, Yes,8600000,32000000,4,497,11400000,3300000,18600000,4900000, Approved
1482,1, Not Graduate, Yes,3600000,13700000,10,548,9900000,2400000,8900000,4100000, Rejected
1483,3, Graduate, Yes,1100000,4100000,20,863,800000,1100000,3700000,600000, Approved
1484,1, Graduate, No,2500000,5900000,12,668,7400000,600000,6300000,3700000, Approved
1485,2, Graduate, No,5400000,17400000,10,335,5900000,1400000,18100000,4300000, Rejected
1486,1, Graduate, No,8800000,18500000,10,704,14400000,3200000,26600000,11300000, Approved
1487,0, Not Graduate, Yes,4000000,10300000,4,819,11100000,1200000,15200000,2600000, Approved
1488,4, Not Graduate, Yes,3600000,12400000,18,494,5300000,100000,10200000,1900000, Rejected
1489,5, Graduate, Yes,8100000,22500000,2,808,4800000,6100000,16900000,6000000, Approved
1490,3, Not Graduate, Yes,5200000,11000000,12,830,8900000,5100000,16000000,7600000, Approved
1491,5, Graduate, No,1100000,2800000,14,473,100000,500000,4200000,700000, Rejected
1492,3, Not Graduate, Yes,9900000,36500000,16,562,17300000,18500000,22300000,9800000, Approved
1493,3, Not Graduate, Yes,500000,1700000,4,824,500000,600000,1400000,400000, Approved
1494,1, Not Graduate, No,8900000,28400000,6,709,21600000,5500000,26200000,7900000, Approved
1495,0, Graduate, Yes,8500000,20000000,16,786,13300000,7400000,17700000,8900000, Approved
1496,2, Not Graduate, Yes,6300000,18100000,6,671,7900000,8200000,13200000,5400000, Approved
1497,3, Graduate, Yes,4000000,14700000,8,376,3000000,6200000,8900000,4200000, Rejected
1498,4, Graduate, Yes,1100000,4400000,6,515,1000000,700000,4300000,1500000, Rejected
1499,4, Graduate, Yes,4900000,12800000,2,691,200000,4900000,14700000,7000000, Approved
1500,1, Not Graduate, Yes,2800000,9100000,14,510,2400000,4200000,10400000,3000000, Rejected
1501,0, Graduate, No,9600000,23200000,18,389,1000000,17600000,22200000,8800000, Rejected
1502,2, Not Graduate, No,5900000,19800000,20,327,7800000,1500000,19700000,8500000, Rejected
1503,1, Graduate, Yes,7000000,20300000,18,726,11600000,13100000,17100000,9000000, Approved
1504,0, Graduate, No,6500000,14500000,12,755,9000000,11900000,20800000,3400000, Approved
1505,2, Graduate, No,9400000,25100000,20,832,19400000,2100000,22300000,5900000, Approved
1506,0, Not Graduate, No,2100000,8200000,4,554,3900000,3800000,5900000,1700000, Approved
1507,1, Not Graduate, Yes,8500000,26200000,8,811,22800000,6400000,32500000,12700000, Approved
1508,1, Not Graduate, Yes,3400000,9700000,20,830,3500000,6400000,10300000,4800000, Approved
1509,1, Graduate, Yes,5600000,11700000,6,707,4500000,800000,19000000,3900000, Approved
1510,4, Not Graduate, No,7900000,31500000,20,386,14300000,3800000,23800000,7500000, Rejected
1511,5, Not Graduate, No,6900000,19200000,12,408,10000000,5000000,24900000,9000000, Rejected
1512,0, Not Graduate, Yes,1800000,3900000,2,764,2200000,700000,3500000,1200000, Approved
1513,3, Not Graduate, No,5600000,19900000,16,551,14000000,4200000,16100000,4500000, Approved
1514,5, Not Graduate, Yes,9000000,19100000,14,540,11300000,800000,18300000,4900000, Rejected
1515,4, Not Graduate, Yes,3500000,11300000,16,874,1400000,3800000,10100000,3700000, Approved
1516,5, Not Graduate, No,6800000,24800000,8,621,13000000,13500000,23300000,4800000, Approved
1517,0, Graduate, No,4800000,18600000,6,618,12300000,5900000,16800000,4000000, Approved
1518,5, Not Graduate, No,3200000,10000000,14,610,2900000,3800000,8600000,3500000, Approved
1519,1, Not Graduate, Yes,3600000,13200000,20,546,8900000,3600000,13900000,2900000, Rejected
1520,1, Not Graduate, Yes,3400000,7200000,8,741,4300000,6600000,11500000,3900000, Approved
1521,0, Graduate, Yes,2600000,9000000,20,615,6800000,0,8400000,3400000, Approved
1522,4, Graduate, Yes,6400000,21700000,10,384,16500000,8200000,15100000,5700000, Rejected
1523,3, Graduate, No,3100000,11200000,16,865,3600000,4600000,6600000,4200000, Approved
1524,1, Not Graduate, No,3100000,6600000,20,837,4000000,4200000,12300000,4300000, Approved
1525,3, Not Graduate, No,2300000,8500000,12,557,3600000,1400000,6200000,1300000, Approved
1526,2, Graduate, No,500000,1700000,10,324,300000,300000,1800000,700000, Rejected
1527,0, Not Graduate, Yes,3700000,9300000,14,531,8300000,1000000,8900000,1900000, Rejected
1528,4, Not Graduate, Yes,8600000,21400000,14,476,6200000,2700000,28000000,12800000, Rejected
1529,4, Graduate, No,2600000,8500000,4,775,600000,3800000,10400000,2600000, Approved
1530,1, Not Graduate, Yes,7100000,18000000,20,477,6600000,13200000,19300000,9300000, Rejected
1531,3, Graduate, Yes,6800000,23900000,12,565,18800000,2800000,18800000,6700000, Approved
1532,2, Graduate, No,5100000,11000000,14,322,7900000,2900000,10700000,5900000, Rejected
1533,4, Graduate, Yes,3500000,10700000,8,883,200000,2300000,8400000,2000000, Approved
1534,3, Graduate, Yes,4300000,12800000,16,346,3300000,1100000,11900000,3800000, Rejected
1535,3, Graduate, No,1100000,3100000,14,359,1500000,1000000,4000000,1000000, Rejected
1536,4, Not Graduate, No,1100000,3300000,18,417,1400000,1000000,4200000,700000, Rejected
1537,4, Not Graduate, No,2400000,7000000,4,539,2300000,0,9600000,2900000, Rejected
1538,4, Not Graduate, Yes,5700000,13900000,12,775,1600000,3100000,15900000,7100000, Approved
1539,2, Not Graduate, Yes,1200000,4500000,10,555,100000,1100000,2700000,1400000, Approved
1540,3, Not Graduate, No,5500000,12400000,8,580,800000,900000,19300000,7300000, Approved
1541,4, Not Graduate, No,1800000,7200000,20,496,3000000,1100000,7200000,2000000, Rejected
1542,4, Not Graduate, Yes,5900000,20700000,10,825,11700000,7900000,21000000,8500000, Approved
1543,5, Not Graduate, No,9000000,34300000,10,853,22500000,11900000,32200000,10100000, Approved
1544,1, Not Graduate, Yes,7600000,18800000,14,403,20900000,4700000,24700000,10000000, Rejected
1545,3, Graduate, No,500000,1500000,6,392,1400000,200000,1800000,600000, Rejected
1546,1, Graduate, No,6300000,19000000,20,673,14600000,8100000,16000000,4200000, Approved
1547,1, Not Graduate, No,1100000,2600000,6,858,1800000,1900000,2700000,600000, Approved
1548,4, Not Graduate, Yes,8700000,28200000,12,548,11800000,9900000,19800000,8500000, Rejected
1549,2, Graduate, Yes,200000,800000,12,483,100000,200000,600000,300000, Rejected
1550,3, Not Graduate, No,8900000,35200000,10,894,17100000,5600000,27700000,9800000, Approved
1551,3, Not Graduate, No,6100000,14800000,10,492,6700000,3500000,17900000,6100000, Rejected
1552,5, Not Graduate, Yes,7600000,25700000,4,607,12900000,13600000,29100000,4900000, Approved
1553,2, Not Graduate, Yes,7100000,19700000,20,890,13900000,3900000,22200000,4000000, Approved
1554,2, Not Graduate, Yes,5000000,14600000,10,808,4400000,3500000,17300000,3100000, Approved
1555,4, Graduate, Yes,2000000,7400000,20,596,600000,2300000,4900000,2500000, Approved
1556,4, Graduate, Yes,2600000,6200000,14,421,2500000,2200000,8900000,3400000, Rejected
1557,3, Graduate, No,3900000,9800000,6,604,10900000,7300000,7700000,3300000, Approved
1558,3, Graduate, No,8400000,32600000,4,509,22700000,12600000,32400000,8700000, Approved
1559,2, Not Graduate, Yes,1900000,6700000,16,893,5600000,3600000,6300000,1600000, Approved
